User_ID,Backup_ID,Action,Timestamp,IP,Device,Status,Reason
U075,B290,Delete,2026-02-05 05:06:02,146.182.141.103,Personal,Allowed,Access granted
U094,B211,Delete,2026-01-29 09:23:28,60.56.177.124,Corporate,Allowed,Access granted
U050,B203,Download,2026-03-21 06:06:53,24.15.208.231,Corporate,Denied,RBAC rule
U084,B198,Download,2026-01-13 01:41:37,43.226.74.150,Personal,Allowed,Access granted
U023,B211,Download,2026-03-06 03:53:08,166.123.113.166,Corporate,Allowed,Access granted
U058,B158,Restore,2026-03-16 11:15:14,178.72.243.172,Personal,Allowed,Access granted
U088,B252,Delete,2026-01-11 04:43:32,190.11.130.132,Corporate,Allowed,Access granted
U095,B155,Download,2026-02-19 06:25:55,135.168.75.127,Personal,Denied,RBAC rule
U007,B164,List,2026-02-02 22:36:53,120.181.73.183,Corporate,Allowed,Access granted
U038,B020,Download,2026-02-16 00:42:31,47.252.231.173,Personal,Allowed,Access granted
U071,B242,Restore,2026-02-23 16:15:46,29.0.53.171,Corporate,Allowed,Access granted
U011,B087,Restore,2026-03-20 03:02:34,49.93.253.117,Personal,Allowed,Access granted
U041,B168,Delete,2026-03-06 10:05:06,137.162.236.21,Personal,Denied,RBAC rule
U092,B051,Download,2026-01-01 14:20:46,79.52.131.28,Personal,Allowed,Access granted
U084,B229,Restore,2026-03-21 01:07:30,131.13.235.123,Personal,Allowed,Access granted
U097,B159,List,2026-02-07 20:33:52,112.70.79.88,Personal,Denied,RBAC rule
U021,B085,Delete,2026-03-11 04:57:39,216.252.201.5,Personal,Allowed,Access granted
U092,B198,Restore,2026-01-14 13:18:12,211.235.190.166,Corporate,Denied,RBAC rule
U007,B048,Delete,2026-01-05 22:52:35,191.235.151.53,Personal,Allowed,Access granted
U020,B238,Restore,2026-03-25 02:11:24,143.36.152.200,Personal,Denied,RBAC rule
U064,B078,Restore,2026-02-15 02:52:22,27.52.102.167,Corporate,Allowed,Access granted
U073,B075,Restore,2026-02-26 04:50:54,208.223.90.90,Corporate,Denied,RBAC rule
U019,B089,Download,2026-02-14 10:08:03,162.195.22.113,Corporate,Denied,RBAC rule
U072,B207,List,2026-01-30 10:05:52,144.14.20.208,Corporate,Allowed,Access granted
U068,B266,Delete,2026-02-07 20:36:54,117.33.110.59,Personal,Denied,RBAC rule
U095,B174,Delete,2026-01-19 08:43:52,177.225.26.1,Personal,Denied,RBAC rule
U051,B133,Restore,2026-02-04 04:05:46,77.50.237.112,Corporate,Allowed,Access granted
U056,B185,Download,2026-02-09 11:23:12,16.119.180.44,Corporate,Denied,RBAC rule
U058,B300,Restore,2026-01-05 02:46:34,192.248.48.23,Corporate,Allowed,Access granted
U028,B172,Download,2026-01-15 01:24:46,58.155.187.4,Personal,Denied,RBAC rule
U088,B210,List,2026-03-15 14:39:11,131.29.166.214,Personal,Denied,RBAC rule
U042,B066,Delete,2026-01-18 05:54:24,191.140.31.249,Corporate,Denied,RBAC rule
U094,B010,List,2026-03-20 08:38:39,3.255.219.207,Corporate,Denied,RBAC rule
U061,B235,List,2026-01-22 17:47:00,28.247.95.150,Personal,Allowed,Access granted
U045,B242,Restore,2026-03-10 09:09:07,36.81.23.15,Corporate,Denied,RBAC rule
U005,B284,Restore,2026-03-06 22:25:26,142.64.247.3,Personal,Allowed,Access granted
U014,B279,List,2026-03-12 05:52:35,23.10.110.219,Corporate,Allowed,Access granted
U027,B034,Delete,2026-03-27 20:17:22,50.92.245.173,Corporate,Allowed,Access granted
U098,B102,Restore,2026-03-25 22:43:35,108.212.26.17,Corporate,Allowed,Access granted
U025,B008,Download,2026-01-15 13:57:32,159.153.34.81,Personal,Denied,RBAC rule
U086,B107,Restore,2026-03-06 15:45:57,2.22.14.168,Corporate,Denied,RBAC rule
U072,B035,Delete,2026-03-11 18:36:05,177.234.113.31,Personal,Denied,RBAC rule
U040,B087,Restore,2026-02-02 11:41:38,218.12.227.180,Personal,Allowed,Access granted
U060,B233,Restore,2026-03-21 01:06:07,88.65.244.16,Corporate,Allowed,Access granted
U064,B035,Download,2026-02-07 12:11:29,144.252.242.179,Personal,Allowed,Access granted
U036,B156,Restore,2026-01-15 11:58:24,121.93.225.208,Personal,Denied,RBAC rule
U087,B204,Download,2026-03-21 01:26:44,6.19.211.142,Personal,Denied,RBAC rule
U083,B292,Download,2026-01-08 07:34:16,185.34.15.252,Corporate,Allowed,Access granted
U088,B219,Download,2026-03-29 10:26:50,106.44.22.34,Corporate,Denied,RBAC rule
U018,B268,Download,2026-01-29 16:58:52,87.235.169.40,Corporate,Denied,RBAC rule
U075,B196,Delete,2026-02-13 08:55:53,47.61.48.196,Corporate,Denied,RBAC rule
U056,B185,Restore,2026-02-03 19:39:54,28.165.249.226,Personal,Denied,RBAC rule
U058,B207,List,2026-01-05 23:41:26,40.221.252.21,Personal,Denied,RBAC rule
U062,B053,List,2026-01-02 22:49:51,23.143.188.197,Corporate,Allowed,Access granted
U020,B186,Delete,2026-01-27 06:42:01,109.236.39.166,Personal,Denied,RBAC rule
U001,B087,List,2026-03-17 19:39:05,151.95.99.107,Corporate,Allowed,Access granted
U052,B093,List,2026-03-08 19:07:54,128.18.190.231,Personal,Denied,RBAC rule
U063,B076,Restore,2026-01-23 20:34:55,37.88.111.226,Personal,Allowed,Access granted
U021,B271,Restore,2026-01-23 21:54:25,186.182.145.180,Personal,Denied,RBAC rule
U042,B189,List,2026-01-16 05:21:16,187.31.13.32,Corporate,Denied,RBAC rule
U087,B051,Download,2026-02-01 03:23:02,190.8.24.47,Personal,Denied,RBAC rule
U035,B276,Delete,2026-01-09 09:40:52,39.73.87.74,Corporate,Allowed,Access granted
U037,B046,List,2026-03-15 10:13:41,208.225.49.253,Personal,Allowed,Access granted
U075,B161,List,2026-03-17 23:12:48,39.172.106.5,Personal,Allowed,Access granted
U068,B123,Restore,2026-01-06 08:46:09,135.185.68.60,Personal,Denied,RBAC rule
U067,B258,Delete,2026-03-02 13:13:48,143.150.91.251,Personal,Allowed,Access granted
U039,B093,Restore,2026-01-02 02:43:10,155.93.66.235,Corporate,Denied,RBAC rule
U044,B014,Delete,2026-03-29 15:51:48,213.69.134.79,Personal,Allowed,Access granted
U065,B235,Restore,2026-03-07 14:35:29,188.239.57.153,Corporate,Allowed,Access granted
U071,B175,Restore,2026-03-02 01:50:45,92.207.86.54,Corporate,Allowed,Access granted
U043,B292,Restore,2026-02-02 07:14:47,121.90.42.18,Corporate,Denied,RBAC rule
U017,B051,List,2026-01-26 21:58:57,101.191.237.153,Corporate,Allowed,Access granted
U060,B114,Download,2026-03-11 02:44:29,40.166.17.177,Corporate,Allowed,Access granted
U084,B281,Delete,2026-02-23 11:45:59,34.94.94.181,Corporate,Allowed,Access granted
U041,B112,Restore,2026-02-23 00:44:59,205.244.141.211,Personal,Allowed,Access granted
U086,B175,Download,2026-01-03 22:58:13,188.85.56.139,Corporate,Denied,RBAC rule
U019,B077,Restore,2026-02-21 06:31:52,39.62.194.122,Corporate,Denied,RBAC rule
U053,B220,Download,2026-03-08 05:58:53,202.111.118.162,Corporate,Allowed,Access granted
U051,B225,Download,2026-02-07 05:25:41,114.116.231.113,Personal,Allowed,Access granted
U068,B108,List,2026-02-03 04:35:57,119.214.1.246,Personal,Allowed,Access granted
U038,B043,Restore,2026-01-23 09:06:31,2.185.105.248,Corporate,Allowed,Access granted
U043,B266,Delete,2026-01-12 06:40:44,162.30.14.125,Corporate,Allowed,Access granted
U069,B156,Restore,2026-03-16 20:04:21,103.187.124.110,Corporate,Allowed,Access granted
U037,B247,Download,2026-01-18 02:16:42,7.212.217.199,Corporate,Denied,RBAC rule
U046,B138,List,2026-01-30 01:01:28,205.79.178.208,Personal,Denied,RBAC rule
U035,B045,Delete,2026-01-01 23:37:38,156.200.96.119,Corporate,Denied,RBAC rule
U086,B181,Download,2026-03-06 04:42:53,202.176.112.205,Personal,Denied,RBAC rule
U091,B190,Delete,2026-01-12 21:20:24,220.148.83.131,Personal,Denied,RBAC rule
U072,B043,Download,2026-03-29 12:41:06,118.175.241.189,Personal,Allowed,Access granted
U018,B257,Restore,2026-03-06 21:31:18,222.21.46.158,Corporate,Allowed,Access granted
U085,B203,Delete,2026-03-10 06:38:54,74.202.109.100,Personal,Denied,RBAC rule
U052,B009,List,2026-02-09 05:47:43,211.83.52.29,Corporate,Allowed,Access granted
U015,B184,Delete,2026-03-29 04:07:06,16.38.103.193,Corporate,Allowed,Access granted
U099,B075,Delete,2026-03-25 02:25:31,44.154.35.139,Corporate,Denied,RBAC rule
U003,B194,Restore,2026-02-11 15:58:34,216.114.12.11,Corporate,Denied,RBAC rule
U050,B226,Download,2026-03-17 00:00:08,125.204.200.208,Corporate,Denied,RBAC rule
U087,B111,Restore,2026-02-08 04:19:27,113.220.223.216,Corporate,Denied,RBAC rule
U055,B143,Restore,2026-02-07 22:51:13,59.12.196.90,Personal,Allowed,Access granted
U094,B050,List,2026-01-15 06:14:20,206.183.247.217,Personal,Allowed,Access granted
U002,B255,Restore,2026-03-20 21:20:51,172.158.161.158,Personal,Denied,RBAC rule
U064,B086,Restore,2026-01-12 19:59:09,173.120.201.23,Corporate,Allowed,Access granted
U073,B227,Download,2026-02-10 04:16:14,64.201.146.214,Corporate,Allowed,Access granted
U029,B138,Restore,2026-03-10 06:49:25,124.168.193.198,Personal,Allowed,Access granted
U027,B164,List,2026-01-08 21:22:21,206.162.1.8,Personal,Denied,RBAC rule
U078,B007,Restore,2026-02-06 06:18:12,195.125.18.228,Personal,Denied,RBAC rule
U002,B101,Delete,2026-02-12 00:05:20,161.149.155.45,Personal,Allowed,Access granted
U056,B034,List,2026-02-01 12:17:07,152.50.43.208,Corporate,Denied,RBAC rule
U020,B144,Download,2026-03-18 15:14:45,63.88.93.165,Personal,Allowed,Access granted
U003,B237,List,2026-03-13 02:10:44,67.184.246.46,Corporate,Allowed,Access granted
U051,B246,List,2026-01-14 16:28:13,52.243.75.217,Personal,Allowed,Access granted
U088,B159,Restore,2026-02-12 09:26:17,180.124.157.79,Corporate,Allowed,Access granted
U060,B164,Restore,2026-03-29 18:09:15,25.81.20.46,Personal,Denied,RBAC rule
U072,B255,List,2026-03-04 09:58:36,203.210.20.108,Corporate,Allowed,Access granted
U073,B194,Restore,2026-03-23 22:11:00,42.186.188.4,Personal,Denied,RBAC rule
U004,B094,Delete,2026-01-09 10:09:29,208.19.77.131,Personal,Allowed,Access granted
U074,B274,Download,2026-02-12 09:14:06,35.15.41.173,Corporate,Denied,RBAC rule
U073,B186,Delete,2026-03-29 06:25:38,67.146.21.222,Corporate,Denied,RBAC rule
U065,B083,Delete,2026-01-26 05:32:36,68.247.168.2,Corporate,Allowed,Access granted
U017,B179,Delete,2026-03-03 14:25:28,183.139.113.83,Corporate,Denied,RBAC rule
U003,B192,Delete,2026-03-01 13:32:06,104.114.186.248,Corporate,Allowed,Access granted
U076,B096,Restore,2026-02-20 19:09:29,29.1.107.91,Personal,Allowed,Access granted
U072,B083,Delete,2026-03-30 04:14:43,166.191.23.158,Corporate,Denied,RBAC rule
U078,B056,Delete,2026-03-05 05:15:26,55.183.12.145,Corporate,Allowed,Access granted
U064,B169,Restore,2026-01-05 09:40:09,54.176.69.176,Corporate,Allowed,Access granted
U093,B089,Restore,2026-02-09 19:51:33,179.5.46.196,Personal,Allowed,Access granted
U017,B014,Download,2026-02-23 04:48:51,121.236.14.68,Personal,Denied,RBAC rule
U028,B296,List,2026-02-09 11:20:18,98.130.140.120,Personal,Denied,RBAC rule
U015,B172,List,2026-01-29 11:51:29,113.85.122.49,Corporate,Allowed,Access granted
U042,B197,List,2026-01-07 15:07:28,99.100.223.187,Personal,Allowed,Access granted
U067,B252,Delete,2026-02-21 23:31:52,94.168.106.140,Corporate,Denied,RBAC rule
U038,B217,List,2026-01-02 08:51:26,182.49.226.203,Personal,Allowed,Access granted
U082,B007,Download,2026-01-24 14:33:44,164.50.76.36,Personal,Allowed,Access granted
U068,B256,Restore,2026-03-05 11:01:11,136.95.41.146,Personal,Allowed,Access granted
U055,B284,List,2026-01-27 01:53:04,37.41.111.88,Personal,Denied,RBAC rule
U040,B219,Download,2026-01-02 02:48:05,114.46.95.105,Corporate,Denied,RBAC rule
U035,B123,Restore,2026-03-16 16:01:37,103.124.118.176,Corporate,Allowed,Access granted
U009,B277,Delete,2026-03-14 07:03:21,45.110.134.195,Corporate,Denied,RBAC rule
U086,B083,Restore,2026-04-01 19:18:50,15.211.163.74,Personal,Allowed,Access granted
U064,B002,Delete,2026-03-03 03:02:37,218.203.52.193,Corporate,Allowed,Access granted
U053,B157,Restore,2026-03-19 04:39:15,22.255.203.1,Corporate,Allowed,Access granted
U091,B007,Download,2026-01-25 02:47:49,172.18.111.204,Personal,Denied,RBAC rule
U087,B141,Download,2026-01-08 20:37:13,140.12.204.224,Personal,Denied,RBAC rule
U070,B169,Restore,2026-03-29 15:36:19,2.85.12.63,Personal,Allowed,Access granted
U018,B029,List,2026-02-23 06:00:27,153.59.58.51,Personal,Allowed,Access granted
U076,B083,List,2026-03-22 03:08:16,72.120.194.175,Personal,Allowed,Access granted
U035,B295,List,2026-01-30 13:42:41,111.182.59.221,Personal,Allowed,Access granted
U097,B245,List,2026-03-09 07:42:24,168.168.185.58,Personal,Denied,RBAC rule
U040,B058,Delete,2026-01-18 20:08:21,181.73.189.174,Corporate,Denied,RBAC rule
U088,B193,Restore,2026-03-22 13:30:27,14.248.26.135,Corporate,Allowed,Access granted
U079,B245,List,2026-01-14 04:56:29,133.15.227.178,Corporate,Denied,RBAC rule
U007,B295,Restore,2026-01-19 07:59:30,126.182.181.58,Personal,Denied,RBAC rule
U063,B248,Delete,2026-02-16 06:20:08,72.137.34.7,Corporate,Allowed,Access granted
U053,B066,Delete,2026-01-14 17:55:01,118.131.16.222,Corporate,Allowed,Access granted
U086,B152,Delete,2026-02-28 07:41:36,80.213.195.137,Personal,Allowed,Access granted
U041,B038,Delete,2026-01-04 00:30:02,56.183.92.202,Corporate,Denied,RBAC rule
U064,B254,Download,2026-01-28 17:12:49,123.36.255.108,Corporate,Allowed,Access granted
U001,B149,List,2026-03-14 09:44:07,117.67.91.115,Personal,Allowed,Access granted
U034,B058,Restore,2026-02-14 13:08:50,65.181.175.221,Personal,Allowed,Access granted
U068,B105,Delete,2026-01-19 19:07:08,126.20.169.203,Personal,Allowed,Access granted
U046,B214,List,2026-01-31 10:24:58,185.75.198.194,Corporate,Allowed,Access granted
U092,B063,Delete,2026-03-02 17:32:36,212.197.196.220,Corporate,Denied,RBAC rule
U089,B218,Delete,2026-02-28 00:21:24,100.27.88.186,Corporate,Denied,RBAC rule
U017,B158,Delete,2026-02-18 02:43:47,181.239.74.172,Corporate,Allowed,Access granted
U002,B217,Download,2026-03-09 20:37:18,163.231.228.222,Personal,Denied,RBAC rule
U056,B107,List,2026-03-23 20:32:01,63.155.179.9,Personal,Allowed,Access granted
U013,B112,Restore,2026-03-06 15:04:54,120.39.134.13,Personal,Denied,RBAC rule
U027,B088,Restore,2026-02-24 22:00:51,19.132.133.88,Corporate,Denied,RBAC rule
U066,B033,Restore,2026-01-07 18:24:07,101.102.170.78,Personal,Allowed,Access granted
U022,B036,Download,2026-02-15 18:57:42,106.161.175.11,Personal,Allowed,Access granted
U042,B190,Download,2026-02-03 16:44:49,214.9.166.1,Personal,Allowed,Access granted
U068,B181,List,2026-02-18 15:47:32,221.15.224.45,Corporate,Allowed,Access granted
U010,B158,List,2026-02-05 20:56:02,24.14.32.154,Personal,Denied,RBAC rule
U041,B201,Restore,2026-02-02 12:42:46,83.73.4.23,Corporate,Allowed,Access granted
U063,B144,Restore,2026-03-17 00:38:38,182.19.36.76,Corporate,Denied,RBAC rule
U063,B217,Restore,2026-01-09 22:28:42,107.14.227.70,Corporate,Denied,RBAC rule
U040,B102,Restore,2026-03-25 04:27:54,105.15.215.33,Personal,Denied,RBAC rule
U084,B272,List,2026-03-10 16:33:06,130.255.166.231,Personal,Denied,RBAC rule
U047,B052,Download,2026-01-25 04:15:30,13.173.97.8,Corporate,Denied,RBAC rule
U017,B103,Download,2026-02-05 23:14:12,44.249.45.123,Personal,Allowed,Access granted
U064,B095,Delete,2026-03-02 05:09:37,168.252.172.133,Personal,Allowed,Access granted
U095,B299,Download,2026-02-19 21:37:05,13.161.16.131,Personal,Denied,RBAC rule
U053,B138,Download,2026-01-08 07:02:01,38.55.244.64,Personal,Denied,RBAC rule
U038,B194,Restore,2026-02-06 14:23:30,41.160.1.18,Corporate,Allowed,Access granted
U043,B210,Download,2026-01-08 23:29:38,129.251.165.71,Corporate,Allowed,Access granted
U087,B035,Restore,2026-02-02 05:14:34,124.190.240.105,Personal,Allowed,Access granted
U049,B046,Delete,2026-02-14 23:31:17,64.227.9.218,Personal,Denied,RBAC rule
U094,B150,Restore,2026-01-30 05:20:52,16.205.12.118,Corporate,Allowed,Access granted
U073,B131,List,2026-03-04 02:42:28,28.95.65.239,Personal,Allowed,Access granted
U019,B016,List,2026-02-14 21:55:58,171.183.50.123,Corporate,Denied,RBAC rule
U098,B298,Download,2026-03-20 12:19:47,188.2.111.246,Corporate,Denied,RBAC rule
U039,B002,List,2026-02-02 03:28:54,168.59.137.186,Corporate,Denied,RBAC rule
U083,B170,Restore,2026-02-04 08:16:22,58.102.137.160,Personal,Allowed,Access granted
U098,B086,Download,2026-01-31 09:03:46,200.188.179.55,Personal,Allowed,Access granted
U085,B189,Download,2026-02-17 16:57:05,149.178.28.194,Corporate,Denied,RBAC rule
U079,B285,List,2026-01-09 18:00:47,70.59.42.177,Corporate,Allowed,Access granted
U001,B209,Download,2026-01-07 19:49:52,48.108.55.111,Corporate,Denied,RBAC rule
U014,B256,Download,2026-02-18 13:12:22,57.134.5.214,Corporate,Allowed,Access granted
U005,B119,Download,2026-01-07 05:07:44,15.116.109.16,Personal,Allowed,Access granted
U069,B041,List,2026-03-04 09:01:33,217.97.7.220,Personal,Denied,RBAC rule
U012,B198,Delete,2026-03-11 09:42:33,133.204.73.172,Corporate,Denied,RBAC rule
U005,B208,List,2026-03-22 11:58:57,219.229.56.118,Corporate,Allowed,Access granted
U022,B089,List,2026-02-15 16:55:35,79.104.134.4,Personal,Denied,RBAC rule
U082,B249,Restore,2026-02-23 02:27:45,121.220.23.36,Personal,Allowed,Access granted
U025,B008,Download,2026-01-08 17:33:00,212.103.111.120,Personal,Denied,RBAC rule
U029,B218,List,2026-01-13 05:20:05,125.121.146.112,Personal,Allowed,Access granted
U099,B202,Download,2026-01-19 23:06:52,5.246.161.48,Corporate,Denied,RBAC rule
U047,B082,Download,2026-03-30 06:31:05,61.1.109.141,Personal,Allowed,Access granted
U021,B282,Download,2026-01-31 22:41:37,106.169.115.1,Corporate,Denied,RBAC rule
U079,B155,Download,2026-02-12 02:29:59,21.31.33.205,Personal,Allowed,Access granted
U037,B256,List,2026-01-03 12:56:50,109.230.113.130,Personal,Allowed,Access granted
U093,B289,Download,2026-03-27 23:27:17,21.11.119.206,Personal,Allowed,Access granted
U055,B180,Delete,2026-01-29 06:27:07,69.190.166.252,Personal,Denied,RBAC rule
U062,B253,List,2026-01-26 10:21:07,11.90.149.45,Personal,Denied,RBAC rule
U074,B024,List,2026-02-03 02:15:17,122.161.226.237,Corporate,Denied,RBAC rule
U010,B264,Delete,2026-01-23 16:10:50,130.28.133.42,Corporate,Allowed,Access granted
U028,B115,List,2026-02-16 02:50:59,142.27.107.88,Corporate,Denied,RBAC rule
U079,B118,Restore,2026-03-04 00:58:26,37.67.108.60,Personal,Denied,RBAC rule
U084,B068,Delete,2026-02-20 11:46:21,121.251.197.20,Personal,Allowed,Access granted
U089,B184,Restore,2026-02-04 08:03:24,6.128.113.25,Personal,Denied,RBAC rule
U089,B138,Delete,2026-01-20 15:24:43,26.226.181.200,Personal,Allowed,Access granted
U059,B205,Restore,2026-03-26 00:57:41,54.127.211.66,Corporate,Denied,RBAC rule
U073,B047,Download,2026-02-26 18:05:57,75.202.124.111,Corporate,Denied,RBAC rule
U065,B124,List,2026-01-13 08:23:43,135.215.138.250,Corporate,Allowed,Access granted
U026,B290,Delete,2026-01-23 16:13:53,176.38.39.180,Corporate,Denied,RBAC rule
U004,B076,List,2026-01-04 01:14:19,44.203.83.115,Personal,Denied,RBAC rule
U100,B005,Delete,2026-03-15 10:51:41,215.107.93.249,Corporate,Allowed,Access granted
U006,B140,List,2026-02-15 17:21:56,198.176.169.246,Corporate,Denied,RBAC rule
U036,B278,Download,2026-03-31 16:29:14,174.212.182.255,Personal,Allowed,Access granted
U047,B009,Restore,2026-03-09 07:43:13,63.182.169.19,Corporate,Allowed,Access granted
U034,B136,Restore,2026-02-17 19:51:18,90.32.114.214,Personal,Denied,RBAC rule
U012,B181,Download,2026-03-16 21:46:42,8.110.211.179,Corporate,Allowed,Access granted
U026,B134,Restore,2026-01-01 05:46:43,52.156.177.209,Personal,Denied,RBAC rule
U007,B265,Download,2026-02-19 20:55:54,182.111.228.36,Personal,Allowed,Access granted
U007,B252,List,2026-02-08 22:15:07,155.153.173.118,Personal,Denied,RBAC rule
U095,B195,Download,2026-03-02 05:49:49,130.84.8.72,Corporate,Denied,RBAC rule
U046,B249,Restore,2026-02-10 07:34:59,88.42.103.74,Corporate,Allowed,Access granted
U019,B243,List,2026-02-12 19:24:48,13.208.37.122,Personal,Denied,RBAC rule
U081,B292,Download,2026-02-26 15:20:25,171.33.183.232,Corporate,Denied,RBAC rule
U070,B226,List,2026-02-03 18:20:38,70.219.134.244,Corporate,Denied,RBAC rule
U019,B157,Download,2026-02-22 09:15:00,39.167.203.248,Personal,Denied,RBAC rule
U002,B043,Download,2026-03-01 13:25:52,125.221.93.165,Personal,Denied,RBAC rule
U067,B129,Download,2026-01-18 10:46:24,189.225.73.124,Personal,Denied,RBAC rule
U018,B255,Delete,2026-03-31 20:25:20,179.183.155.25,Personal,Denied,RBAC rule
U086,B147,List,2026-03-12 21:11:53,146.157.229.53,Corporate,Denied,RBAC rule
U054,B235,Download,2026-01-03 02:11:03,196.50.231.220,Corporate,Allowed,Access granted
U100,B243,Restore,2026-01-21 13:04:58,38.65.89.219,Corporate,Allowed,Access granted
U059,B035,Restore,2026-01-14 09:09:49,98.14.82.108,Corporate,Denied,RBAC rule
U049,B184,Download,2026-01-05 06:19:14,2.56.28.72,Personal,Denied,RBAC rule
U023,B185,Download,2026-03-05 00:34:09,1.175.115.126,Personal,Allowed,Access granted
U010,B084,Delete,2026-04-01 06:55:40,100.232.89.39,Corporate,Allowed,Access granted
U032,B279,Download,2026-03-19 10:00:25,165.198.84.65,Personal,Allowed,Access granted
U027,B209,Restore,2026-03-30 17:34:01,104.172.78.17,Personal,Denied,RBAC rule
U014,B201,List,2026-03-04 10:43:27,70.155.179.97,Corporate,Allowed,Access granted
U050,B123,Download,2026-02-10 16:06:10,173.252.7.227,Personal,Allowed,Access granted
U064,B056,Delete,2026-03-22 21:25:08,96.120.162.151,Personal,Allowed,Access granted
U017,B166,Delete,2026-03-27 19:55:36,217.192.28.137,Personal,Allowed,Access granted
U080,B135,List,2026-02-15 08:18:50,210.106.43.27,Personal,Allowed,Access granted
U081,B189,Download,2026-02-10 17:53:40,5.181.220.4,Corporate,Denied,RBAC rule
U023,B106,Delete,2026-02-10 08:43:18,94.142.243.205,Personal,Denied,RBAC rule
U026,B175,Delete,2026-01-24 14:53:05,223.110.254.27,Personal,Allowed,Access granted
U053,B060,List,2026-01-17 06:33:45,22.45.87.152,Corporate,Allowed,Access granted
U072,B021,Download,2026-02-11 19:25:13,196.30.30.45,Personal,Allowed,Access granted
U097,B226,Delete,2026-01-06 14:22:45,3.235.58.108,Corporate,Allowed,Access granted
U049,B244,List,2026-03-09 05:37:22,44.123.120.8,Corporate,Denied,RBAC rule
U074,B167,Restore,2026-03-25 14:44:54,16.163.20.232,Personal,Allowed,Access granted
U091,B212,List,2026-03-18 00:32:57,185.77.25.51,Personal,Allowed,Access granted
U071,B097,List,2026-03-14 18:44:55,211.228.106.116,Personal,Denied,RBAC rule
U070,B193,Delete,2026-01-21 15:56:19,140.156.162.249,Corporate,Allowed,Access granted
U068,B228,List,2026-01-19 09:35:02,21.116.216.104,Personal,Denied,RBAC rule
U039,B248,Restore,2026-01-12 17:56:00,158.162.213.172,Corporate,Denied,RBAC rule
U046,B127,List,2026-01-27 05:04:03,183.207.58.165,Personal,Denied,RBAC rule
U083,B149,List,2026-03-07 01:29:29,137.204.219.244,Corporate,Allowed,Access granted
U003,B147,Download,2026-01-28 21:04:02,164.161.212.198,Corporate,Allowed,Access granted
U067,B238,List,2026-03-29 09:19:53,76.199.218.243,Corporate,Denied,RBAC rule
U047,B133,Delete,2026-03-22 15:36:41,181.146.250.21,Corporate,Allowed,Access granted
U048,B221,Download,2026-03-06 04:29:03,222.219.118.155,Corporate,Denied,RBAC rule
U093,B179,Delete,2026-03-30 07:17:21,48.96.143.241,Corporate,Denied,RBAC rule
U077,B279,Restore,2026-02-06 02:41:47,76.2.59.224,Personal,Denied,RBAC rule
U095,B096,Delete,2026-02-22 10:01:27,30.45.14.149,Corporate,Denied,RBAC rule
U086,B287,Download,2026-03-19 11:40:28,7.255.196.7,Corporate,Denied,RBAC rule
U092,B008,Download,2026-01-07 00:17:38,175.143.15.43,Personal,Allowed,Access granted
U092,B229,Restore,2026-03-31 00:21:13,97.235.53.155,Personal,Allowed,Access granted
U007,B156,Download,2026-01-02 03:06:40,149.27.115.78,Corporate,Denied,RBAC rule
U075,B149,List,2026-03-08 09:06:03,166.149.252.207,Personal,Allowed,Access granted
U093,B010,Delete,2026-02-18 20:22:24,73.124.102.196,Corporate,Denied,RBAC rule
U048,B032,List,2026-02-27 03:17:36,150.87.94.74,Personal,Allowed,Access granted
U062,B275,Delete,2026-01-17 05:08:03,124.205.41.2,Corporate,Allowed,Access granted
U029,B296,Delete,2026-02-14 19:26:39,146.70.58.168,Personal,Allowed,Access granted
U062,B135,Delete,2026-01-19 14:25:31,123.234.47.162,Corporate,Denied,RBAC rule
U025,B126,Download,2026-03-11 20:46:43,135.117.30.180,Corporate,Denied,RBAC rule
U027,B199,Download,2026-01-14 07:02:07,148.43.170.139,Personal,Allowed,Access granted
U079,B212,Download,2026-02-14 11:43:51,31.163.78.17,Personal,Allowed,Access granted
U078,B171,List,2026-03-26 20:15:33,3.155.191.162,Corporate,Allowed,Access granted
U099,B292,List,2026-01-23 10:50:03,133.136.34.64,Corporate,Allowed,Access granted
U046,B145,List,2026-02-15 09:37:29,152.26.184.219,Personal,Denied,RBAC rule
U075,B003,Restore,2026-03-03 05:14:43,20.110.90.53,Corporate,Denied,RBAC rule
U021,B119,Download,2026-02-16 16:04:08,39.63.142.230,Corporate,Allowed,Access granted
U058,B226,Delete,2026-03-03 17:10:45,76.194.144.159,Personal,Denied,RBAC rule
U083,B252,List,2026-02-10 07:40:03,18.194.91.143,Personal,Allowed,Access granted
U078,B106,Restore,2026-02-24 01:27:55,201.140.54.229,Corporate,Allowed,Access granted
U030,B294,Restore,2026-03-23 06:27:35,1.211.133.141,Corporate,Denied,RBAC rule
U083,B115,Restore,2026-03-25 04:32:12,37.188.65.101,Personal,Allowed,Access granted
U032,B040,List,2026-02-13 09:31:25,68.38.38.27,Personal,Allowed,Access granted
U055,B073,Download,2026-01-27 19:22:29,133.19.106.119,Personal,Denied,RBAC rule
U050,B219,List,2026-02-26 05:04:49,94.130.38.47,Personal,Denied,RBAC rule
U012,B042,Delete,2026-03-28 05:07:03,25.141.228.219,Corporate,Allowed,Access granted
U083,B104,List,2026-02-22 02:54:00,213.246.162.16,Personal,Denied,RBAC rule
U096,B226,Delete,2026-01-12 12:41:42,184.63.56.83,Corporate,Allowed,Access granted
